customerID,gender,age,tenure_months,monthly_charges,total_charges,contract_type,internet_service,payment_method,has_dependents,has_partner,num_support_tickets,is_active_member,churn
C101362,Male,68,5,15.0,25.14,one year,None,Credit card,1,0,3,0,1
C101363,Male,35,36,65.68,2474.51,month-to-month,Fiber,Electronic check,1,1,2,1,1
C101364,Female,72,6,38.09,198.0,one year,Fiber,Mailed check,1,0,1,1,0
C101365,Male,50,25,53.1,1295.14,month-to-month,Fiber,Electronic check,1,1,3,1,1
C101366,Male,73,7,16.02,106.65,month-to-month,None,Electronic check,1,0,0,0,0
C101367,Male,29,6,58.91,363.09,month-to-month,Fiber,Electronic check,1,0,1,0,0
C101368,Female,19,10,27.35,239.21,month-to-month,DSL,Electronic check,0,1,0,1,1
C101369,Female,21,3,23.58,118.41,one year,DSL,Bank transfer,0,1,1,0,0
C101370,Female,84,21,15.96,342.72,one year,DSL,Electronic check,0,0,0,1,0
C101371,Male,23,25,25.41,636.34,one year,None,Electronic check,1,0,3,1,0
C101372,Male,80,3,46.91,168.64,month-to-month,Fiber,Mailed check,0,0,2,0,1
C101373,Male,66,17,47.4,763.39,one year,Fiber,Electronic check,0,1,2,1,0
C101374,Female,27,17,50.02,821.15,month-to-month,Fiber,Bank transfer,1,0,2,0,1
C101375,Female,75,43,17.24,740.33,month-to-month,None,Mailed check,0,0,2,0,0
C101376,Female,27,5,15.0,121.5,month-to-month,None,Mailed check,0,1,2,0,1
C101377,Female,27,6,43.86,250.96,one year,Fiber,Electronic check,0,0,1,0,0
C101378,Female,56,7,18.64,114.64,two years,DSL,Electronic check,1,0,2,0,0
C101379,Female,37,2,31.59,0.0,month-to-month,DSL,Credit card,0,0,1,1,1
C101380,Female,37,10,55.73,522.6,one year,Fiber,Credit card,1,0,1,0,0
C101381,Male,31,5,53.22,183.59,month-to-month,Fiber,Electronic check,0,1,6,0,1
C101382,Male,58,20,54.3,1015.91,month-to-month,Fiber,Electronic check,1,0,3,1,0
C101383,Female,19,17,23.47,417.35,one year,DSL,Electronic check,0,1,2,0,0
C101384,Male,34,8,38.43,473.41,one year,Fiber,Bank transfer,1,1,1,1,0
C101385,Male,55,36,38.6,1399.44,two years,Fiber,Electronic check,0,1,1,0,1
C101386,Female,50,63,21.33,1360.27,one year,DSL,Credit card,0,0,0,1,0
C101387,Male,64,8,19.75,119.97,month-to-month,None,Electronic check,0,0,1,1,0
C101388,Female,32,33,37.53,1186.04,two years,Fiber,Credit card,0,0,1,0,0
C101389,Female,61,9,15.0,237.81,two years,DSL,Electronic check,0,1,1,0,0
C101390,Male,68,21,36.33,722.76,month-to-month,DSL,Electronic check,0,1,0,0,1
C101391,Female,43,25,49.3,1132.41,month-to-month,Fiber,Electronic check,1,0,1,1,0
C101392,Female,35,8,48.35,399.08,month-to-month,Fiber,Electronic check,1,1,3,0,1
C101393,Female,55,18,19.48,329.08,one year,DSL,Credit card,0,0,0,1,0
C101394,Male,56,6,37.62,255.53,two years,Fiber,Mailed check,1,1,2,1,1
C101395,Female,24,18,40.68,810.68,one year,Fiber,Electronic check,0,1,2,1,1
C101396,Female,55,7,24.03,186.66,month-to-month,DSL,Credit card,0,0,0,0,0
C101397,Female,28,4,50.81,214.6,month-to-month,Fiber,Electronic check,0,1,2,1,1
C101398,Male,56,21,47.66,1033.75,month-to-month,Fiber,Electronic check,0,0,2,0,0
C101399,Male,80,21,33.74,843.84,month-to-month,DSL,Electronic check,0,1,1,1,0
C101400,Female,53,24,28.2,790.68,month-to-month,DSL,Mailed check,0,1,0,0,0
C101401,Male,69,19,30.57,565.11,month-to-month,DSL,Credit card,1,0,2,1,0
C101402,Male,38,20,50.43,1056.12,month-to-month,Fiber,Electronic check,0,0,4,1,1
C101403,Male,79,4,21.92,177.0,month-to-month,None,Bank transfer,1,1,4,0,0
C101404,Male,72,21,40.79,891.35,one year,Fiber,Electronic check,1,0,1,0,1
C101405,Male,79,5,24.5,119.16,month-to-month,None,Electronic check,0,0,4,0,1
C101406,Male,67,14,44.1,592.51,month-to-month,Fiber,Bank transfer,1,0,2,1,0
C101407,Female,61,16,50.21,808.33,month-to-month,Fiber,Bank transfer,0,0,4,0,0
C101408,Male,53,10,33.98,282.76,two years,Fiber,Bank transfer,0,0,2,0,1
C101409,Male,80,13,44.4,621.92,one year,Fiber,Electronic check,0,0,2,0,1
C101410,Male,74,19,19.45,439.18,one year,None,Electronic check,1,0,0,0,0
C101411,Female,45,10,47.78,457.93,one year,Fiber,Bank transfer,0,1,2,0,0
C101412,Male,23,3,50.29,128.35,one year,Fiber,Bank transfer,1,1,4,0,0
C101413,Female,18,6,15.0,37.19,one year,None,Electronic check,1,0,2,0,0
C101414,Female,33,22,24.54,563.33,month-to-month,None,Electronic check,0,1,0,0,1
C101415,Female,22,8,16.54,131.77,month-to-month,None,Bank transfer,1,0,0,0,0
C101416,Female,32,7,27.71,121.78,month-to-month,DSL,Electronic check,1,0,1,0,0
C101417,Male,25,29,30.65,1034.6,month-to-month,DSL,Bank transfer,1,0,1,1,0
C101418,Female,83,6,54.25,236.59,month-to-month,Fiber,Bank transfer,0,1,6,0,1
C101419,Male,24,43,47.26,1960.33,month-to-month,Fiber,Electronic check,1,0,2,1,1
C101420,Female,60,15,33.48,549.11,month-to-month,DSL,Mailed check,0,1,2,0,0
C101421,Female,41,29,51.16,1516.38,month-to-month,Fiber,Mailed check,1,0,2,0,1
C101422,Female,29,11,51.68,532.81,month-to-month,Fiber,Bank transfer,0,1,3,0,0
C101423,Female,64,27,25.73,655.69,month-to-month,DSL,Credit card,0,1,0,0,0
C101424,Male,83,7,48.08,359.43,month-to-month,Fiber,Mailed check,1,0,2,1,0
C101425,Female,70,6,29.53,196.1,month-to-month,DSL,Electronic check,1,0,1,1,0
C101426,Female,83,21,16.69,315.24,one year,None,Electronic check,1,1,1,0,1
C101427,Female,57,1,25.96,75.66,month-to-month,DSL,Bank transfer,1,0,1,0,0
C101428,Male,63,8,43.54,376.91,month-to-month,Fiber,Electronic check,0,1,2,1,0
C101429,Female,27,18,39.34,774.87,month-to-month,Fiber,Bank transfer,0,1,4,1,0
C101430,Male,75,38,33.73,1279.21,month-to-month,DSL,Electronic check,0,1,1,0,1
C101431,Male,68,4,54.72,259.39,month-to-month,Fiber,Electronic check,1,0,3,0,1
C101432,Male,35,25,15.0,363.59,month-to-month,None,Electronic check,1,1,2,0,0
C101433,Female,41,14,50.38,732.35,month-to-month,Fiber,Credit card,0,1,2,0,0
C101434,Male,58,56,18.11,1032.29,two years,DSL,Bank transfer,0,1,1,1,1
C101435,Male,18,30,51.09,1574.96,one year,Fiber,Mailed check,0,1,2,1,0
C101436,Male,72,10,28.95,315.46,month-to-month,DSL,Electronic check,1,1,3,1,1
C101437,Female,36,20,52.73,960.11,month-to-month,Fiber,Credit card,1,1,3,0,0
C101438,Male,23,4,42.87,140.17,one year,Fiber,Credit card,0,0,3,1,1
C101439,Female,40,26,46.56,1214.84,month-to-month,Fiber,Electronic check,0,1,3,1,0
C101440,Female,73,5,23.84,142.5,two years,DSL,Bank transfer,0,0,1,0,0
C101441,Female,36,20,35.39,749.08,month-to-month,DSL,Credit card,0,0,2,0,0
C101442,Female,54,10,23.66,263.99,month-to-month,DSL,Electronic check,0,0,1,0,0
C101443,Male,72,9,55.71,466.18,month-to-month,Fiber,Electronic check,0,0,1,0,0
C101444,Male,20,37,35.13,1345.57,two years,Fiber,Mailed check,1,1,3,0,0
C101445,Male,68,0,28.34,0.0,two years,Fiber,Electronic check,1,0,3,0,0
C101446,Female,37,7,20.05,203.54,two years,DSL,Bank transfer,0,0,0,1,0
C101447,Female,64,10,32.54,391.86,month-to-month,DSL,Mailed check,1,1,1,1,0
C101448,Female,30,8,37.42,298.87,one year,Fiber,Electronic check,0,0,1,0,1
C101449,Male,27,15,40.09,568.89,month-to-month,Fiber,Electronic check,1,0,2,0,0
C101450,Male,70,15,17.53,228.09,month-to-month,None,Bank transfer,1,1,1,1,0
C101451,Male,72,15,21.86,273.16,one year,DSL,Electronic check,1,0,0,0,0
C101452,Male,83,15,26.85,356.59,two years,DSL,Electronic check,1,1,1,1,1
C101453,Male,63,9,50.06,441.52,month-to-month,Fiber,Electronic check,0,1,3,1,0
C101454,Female,49,43,53.67,2279.96,month-to-month,Fiber,Credit card,1,0,3,0,1
C101455,Male,31,1,51.05,0.0,month-to-month,Fiber,Electronic check,1,1,2,1,1
C101456,Female,37,32,37.84,1186.81,month-to-month,DSL,Electronic check,0,1,1,0,1
C101457,Male,61,3,25.54,81.27,month-to-month,DSL,Credit card,0,1,2,0,1
C101458,Male,41,9,39.56,339.09,two years,Fiber,Electronic check,1,0,1,1,0
C101459,Female,50,13,22.15,243.26,month-to-month,DSL,Bank transfer,0,0,2,1,1
C101460,Female,29,2,49.06,0.0,one year,Fiber,Electronic check,0,0,4,1,1
C101461,Male,47,9,35.57,377.4,month-to-month,DSL,Credit card,1,1,2,1,0
C101462,Male,33,10,34.36,341.66,month-to-month,DSL,Electronic check,1,1,3,0,1
C101463,Male,25,15,29.38,456.68,month-to-month,DSL,Electronic check,0,1,2,1,0
C101464,Female,26,9,15.0,144.04,month-to-month,None,Electronic check,0,1,2,0,1
C101465,Male,52,8,29.57,261.41,month-to-month,DSL,Credit card,1,1,0,0,1
C101466,Female,42,4,21.61,98.47,one year,DSL,Credit card,1,1,3,0,0
C101467,Male,24,55,15.0,829.93,two years,None,Electronic check,0,0,0,1,0
C101468,Female,52,7,27.87,233.23,month-to-month,DSL,Electronic check,1,0,0,1,0
C101469,Male,29,12,27.76,382.01,month-to-month,DSL,Electronic check,1,0,1,0,1
C101470,Female,19,11,30.87,408.73,two years,DSL,Electronic check,1,1,1,1,0
C101471,Female,26,7,54.0,336.38,month-to-month,Fiber,Electronic check,0,0,4,0,0
C101472,Male,48,1,45.38,57.85,two years,Fiber,Credit card,0,0,3,1,0
C101473,Male,81,14,15.0,129.73,two years,None,Electronic check,1,1,1,0,0
C101474,Female,34,11,39.5,410.41,one year,Fiber,Credit card,1,1,3,0,1
C101475,Male,37,5,55.33,266.82,month-to-month,Fiber,Electronic check,1,0,3,0,0
C101476,Male,34,12,32.46,426.57,one year,DSL,Credit card,0,0,1,0,0
C101477,Male,41,4,43.57,168.38,month-to-month,Fiber,Electronic check,0,0,4,1,0
C101478,Male,66,16,17.41,312.24,month-to-month,None,Electronic check,0,0,2,1,0
C101479,Male,39,4,15.0,42.75,two years,None,Credit card,1,0,2,1,0
C101480,Male,62,8,32.41,230.37,month-to-month,DSL,Electronic check,0,1,0,0,0
C101481,Male,78,3,50.43,111.19,one year,Fiber,Credit card,1,1,2,0,1
C101482,Male,81,5,48.16,275.33,month-to-month,Fiber,Bank transfer,1,0,3,0,1
C101483,Male,55,26,18.14,452.82,month-to-month,None,Credit card,0,0,2,0,0
C101484,Male,65,12,15.22,61.27,one year,DSL,Credit card,1,1,0,0,1
C101485,Female,79,5,40.23,232.93,one year,Fiber,Electronic check,1,0,3,0,1
C101486,Male,70,21,57.54,1161.8,month-to-month,Fiber,Electronic check,1,0,2,0,1
C101487,Male,38,8,17.46,149.37,one year,None,Bank transfer,0,1,0,1,0
C101488,Male,26,16,54.63,817.65,month-to-month,Fiber,Electronic check,1,0,2,1,1
C101489,Female,25,9,15.0,135.74,two years,None,Mailed check,1,1,0,0,0
C101490,Male,77,8,43.63,205.56,one year,Fiber,Electronic check,1,1,1,1,0
C101491,Male,55,15,25.09,374.71,one year,DSL,Bank transfer,0,1,0,1,0
C101492,Male,37,5,51.62,214.35,month-to-month,Fiber,Electronic check,0,1,3,0,1
C101493,Male,41,8,26.88,151.65,month-to-month,None,Electronic check,1,1,0,0,0
C101494,Male,36,39,16.64,687.02,two years,DSL,Credit card,1,1,1,0,0
C101495,Male,71,1,49.31,43.38,month-to-month,Fiber,Credit card,0,0,2,1,0
C101496,Female,59,25,16.03,388.64,month-to-month,None,Electronic check,0,0,0,1,0
C101497,Female,76,7,15.0,68.78,one year,None,Electronic check,1,0,2,1,1
C101498,Male,38,28,49.6,1433.55,one year,Fiber,Bank transfer,1,1,2,1,0
C101499,Female,49,2,48.74,75.74,two years,Fiber,Electronic check,1,0,6,0,1
C101500,Female,26,9,28.83,333.83,one year,DSL,Bank transfer,1,1,1,1,0
C101501,Male,83,14,41.15,637.6,two years,Fiber,Credit card,1,0,1,1,0
C101502,Male,52,52,59.27,3153.16,month-to-month,Fiber,Electronic check,0,1,1,1,1
C101503,Male,55,8,47.29,426.76,one year,Fiber,Electronic check,1,0,1,1,1
C101504,Female,45,18,29.01,491.93,one year,DSL,Electronic check,0,1,0,0,0
C101505,Male,36,9,25.7,233.97,one year,DSL,Electronic check,1,1,1,1,1
C101506,Female,81,21,51.47,1070.69,month-to-month,Fiber,Bank transfer,0,0,2,1,1
C101507,Male,50,15,49.34,781.94,month-to-month,Fiber,Electronic check,1,0,2,0,0
C101508,Female,63,2,24.16,47.8,month-to-month,None,Credit card,1,0,1,1,0
C101509,Female,20,12,39.54,462.36,one year,Fiber,Bank transfer,0,1,2,1,0
C101510,Male,36,6,22.1,215.48,month-to-month,None,Electronic check,0,0,1,1,0
C101511,Male,71,7,40.73,268.77,one year,Fiber,Mailed check,1,0,3,0,0
C101512,Female,23,15,47.55,682.02,one year,Fiber,Electronic check,0,1,2,0,1
C101513,Male,24,7,61.97,413.7,month-to-month,Fiber,Electronic check,1,1,2,1,1
C101514,Male,72,32,28.5,965.54,one year,DSL,Bank transfer,0,0,2,0,0
C101515,Female,38,12,35.87,439.82,month-to-month,DSL,Electronic check,0,1,0,1,1
C101516,Male,36,13,24.51,341.58,month-to-month,None,Electronic check,1,0,3,1,1
C101517,Male,55,11,18.37,213.88,month-to-month,DSL,Electronic check,1,0,2,1,0
C101518,Male,31,9,49.34,334.43,month-to-month,Fiber,Electronic check,1,0,2,1,1
C101519,Male,20,8,27.24,164.47,one year,DSL,Bank transfer,0,0,1,1,0
C101520,Female,18,16,39.56,618.95,month-to-month,Fiber,Credit card,0,1,2,0,0
C101521,Female,23,27,28.58,787.42,month-to-month,DSL,Bank transfer,1,1,0,0,0
C101522,Male,28,16,49.6,744.45,month-to-month,Fiber,Credit card,0,1,1,1,0
C101523,Male,64,2,38.84,26.93,one year,Fiber,Bank transfer,0,1,2,1,1
C101524,Female,37,27,25.15,663.48,month-to-month,DSL,Electronic check,1,1,1,0,0
C101525,Male,22,17,56.69,1029.99,month-to-month,Fiber,Credit card,1,0,1,1,1
C101526,Male,18,31,15.0,357.36,two years,None,Electronic check,1,1,1,0,1
C101527,Male,49,8,51.36,278.28,month-to-month,Fiber,Electronic check,0,0,2,0,1
C101528,Male,74,26,25.82,758.03,month-to-month,None,Credit card,0,1,2,0,1
C101529,Female,40,6,49.86,222.67,month-to-month,Fiber,Bank transfer,0,1,2,0,1
C101530,Male,22,21,52.04,1072.64,one year,Fiber,Credit card,0,0,1,1,0
C101531,Male,33,9,42.86,310.73,one year,Fiber,Electronic check,1,1,2,1,1
C101532,Female,51,4,15.47,46.77,month-to-month,None,Bank transfer,1,1,2,1,0
C101533,Male,30,33,44.95,1476.64,one year,Fiber,Electronic check,0,1,2,0,0
C101534,Female,83,30,43.09,1373.3,one year,Fiber,Electronic check,1,1,2,0,0
C101535,Male,69,3,15.0,81.03,two years,None,Credit card,0,0,2,1,0
C101536,Male,41,6,15.0,25.84,two years,None,Electronic check,0,1,2,1,0
C101537,Male,81,20,41.04,725.4,one year,Fiber,Bank transfer,1,1,4,0,1
C101538,Female,39,20,25.81,541.2,month-to-month,DSL,Credit card,0,0,0,1,0
C101539,Female,27,20,44.39,861.82,month-to-month,Fiber,Credit card,1,1,2,1,1
C101540,Male,80,1,42.08,5.93,two years,Fiber,Electronic check,1,1,3,0,0
C101541,Male,82,7,45.01,374.27,month-to-month,Fiber,Electronic check,1,0,2,1,0
C101542,Male,38,5,43.79,131.13,month-to-month,Fiber,Credit card,1,1,4,1,0
C101543,Female,57,10,34.63,328.0,two years,Fiber,Bank transfer,0,1,2,0,1
C101544,Male,29,0,21.03,31.54,two years,DSL,Mailed check,0,0,3,1,0
C101545,Female,60,2,48.35,37.68,one year,Fiber,Electronic check,0,0,2,0,0
C101546,Female,64,13,43.76,633.72,two years,Fiber,Electronic check,0,0,2,0,1
C101547,Female,65,5,51.07,204.77,month-to-month,Fiber,Credit card,1,0,6,0,0
C101548,Male,56,18,27.68,494.68,one year,DSL,Mailed check,1,1,0,0,0
C101549,Male,65,5,15.0,40.33,two years,None,Credit card,1,1,1,1,0
C101550,Male,55,28,32.28,766.78,month-to-month,DSL,Electronic check,1,0,0,1,0
C101551,Female,72,6,22.2,112.18,month-to-month,None,Electronic check,1,1,0,0,0
C101552,Female,30,8,41.35,370.43,one year,Fiber,Bank transfer,1,1,3,1,0
C101553,Female,50,2,24.62,0.0,month-to-month,DSL,Credit card,0,1,2,0,1
C101554,Male,45,21,26.76,530.57,month-to-month,None,Electronic check,1,1,1,1,0
C101555,Male,53,7,50.63,328.56,month-to-month,Fiber,Electronic check,1,1,3,1,1
C101556,Female,27,58,55.26,3231.82,month-to-month,Fiber,Bank transfer,1,0,3,1,0
C101557,Female,39,5,15.0,57.01,month-to-month,None,Electronic check,1,0,1,1,0
C101558,Female,81,26,15.0,391.16,two years,None,Electronic check,1,0,0,0,0
C101559,Female,25,5,38.12,192.4,one year,Fiber,Bank transfer,0,0,5,0,1
C101560,Male,60,16,18.23,265.53,one year,None,Electronic check,1,1,0,1,0
C101561,Male,62,6,26.93,246.05,month-to-month,DSL,Bank transfer,1,1,1,1,1
C101562,Male,49,8,27.23,166.56,month-to-month,DSL,Electronic check,0,1,1,0,1
C101563,Female,20,6,39.78,273.82,month-to-month,DSL,Bank transfer,0,0,0,1,0
C101564,Female,20,12,23.33,343.77,two years,DSL,Credit card,0,1,1,1,0
C101565,Male,36,9,43.27,382.52,two years,Fiber,Credit card,1,1,3,1,0
C101566,Female,24,1,23.99,27.03,month-to-month,DSL,Bank transfer,0,1,4,0,1
C101567,Female,24,8,30.71,272.22,two years,Fiber,Bank transfer,0,0,2,1,0
C101568,Female,28,5,34.85,155.7,month-to-month,DSL,Electronic check,1,1,2,1,1
C101569,Female,30,4,38.8,60.39,month-to-month,Fiber,Electronic check,1,0,3,1,0
C101570,Male,74,23,42.49,964.85,one year,Fiber,Electronic check,0,1,3,0,0
C101571,Male,60,6,25.94,237.94,month-to-month,DSL,Bank transfer,1,0,2,1,0
C101572,Female,20,17,35.37,629.81,two years,Fiber,Electronic check,0,1,2,1,0
C101573,Female,60,22,47.8,1055.35,month-to-month,Fiber,Electronic check,0,0,5,1,0
C101574,Male,27,1,39.72,77.53,one year,Fiber,Mailed check,0,1,3,0,1
C101575,Male,46,38,15.0,562.78,month-to-month,None,Bank transfer,1,0,0,0,1
C101576,Female,20,8,21.28,171.68,month-to-month,None,Electronic check,0,0,1,0,1
C101577,Female,24,23,35.33,791.07,month-to-month,DSL,Electronic check,0,1,2,1,1
C101578,Male,26,8,31.32,274.42,two years,Fiber,Bank transfer,1,0,4,0,0
C101579,Female,47,9,30.98,251.99,month-to-month,DSL,Credit card,0,0,0,1,1
C101580,Male,49,19,47.71,890.67,one year,Fiber,Bank transfer,1,1,1,1,0
C101581,Male,41,33,52.23,1767.62,month-to-month,Fiber,Electronic check,1,1,3,0,0
C101582,Female,59,10,48.89,479.22,month-to-month,Fiber,Credit card,0,0,1,0,0
C101583,Male,66,1,17.01,45.28,month-to-month,None,Electronic check,1,1,3,0,0
C101584,Female,66,8,48.79,422.74,one year,Fiber,Electronic check,1,1,1,0,1
C101585,Male,56,6,51.68,306.22,month-to-month,Fiber,Electronic check,0,1,3,1,1
C101586,Female,54,14,40.53,549.92,month-to-month,Fiber,Electronic check,1,0,2,0,0
C101587,Male,50,11,23.89,196.85,one year,DSL,Bank transfer,0,1,0,0,0
C101588,Female,33,7,30.28,157.12,month-to-month,DSL,Mailed check,0,1,0,0,0
C101589,Male,50,2,44.53,119.52,month-to-month,Fiber,Credit card,0,1,2,0,1
C101590,Female,18,3,48.78,175.88,month-to-month,Fiber,Bank transfer,0,1,2,1,0
C101591,Male,82,18,32.46,534.75,month-to-month,DSL,Electronic check,0,1,1,0,1
C101592,Male,42,5,40.86,224.14,one year,Fiber,Mailed check,1,0,3,1,0
C101593,Male,68,36,31.16,1132.76,month-to-month,DSL,Bank transfer,0,0,0,0,1
C101594,Female,82,43,40.05,1769.03,one year,Fiber,Mailed check,1,1,1,1,0
C101595,Male,51,20,43.82,984.61,month-to-month,Fiber,Electronic check,0,0,1,1,0
C101596,Female,75,10,23.08,259.52,two years,DSL,Mailed check,0,0,2,1,0
C101597,Female,50,8,25.87,172.42,two years,DSL,Mailed check,1,1,1,0,0
C101598,Female,26,9,24.08,253.9,month-to-month,DSL,Electronic check,1,1,1,1,1
C101599,Female,19,12,54.77,605.08,month-to-month,Fiber,Credit card,0,1,1,0,1
C101600,Male,27,26,19.93,629.38,month-to-month,None,Electronic check,1,1,1,1,1
C101601,Female,81,14,15.0,148.68,one year,DSL,Electronic check,1,1,1,0,0
C101602,Female,49,5,42.83,236.05,month-to-month,Fiber,Bank transfer,0,0,3,1,1
C101603,Male,39,10,48.04,480.51,one year,Fiber,Credit card,0,1,3,1,0
C101604,Male,47,41,41.88,1696.41,month-to-month,Fiber,Bank transfer,1,1,1,1,0
C101605,Female,35,3,26.91,56.89,month-to-month,DSL,Mailed check,0,0,2,1,1
C101606,Male,76,21,24.59,584.55,one year,DSL,Credit card,1,0,1,1,0
C101607,Female,84,3,17.24,80.04,one year,None,Electronic check,0,0,2,0,1
C101608,Male,23,7,15.92,103.85,one year,None,Electronic check,1,1,0,0,1
C101609,Male,66,32,52.84,1777.58,one year,Fiber,Bank transfer,0,1,2,0,0
C101610,Female,40,8,40.92,321.43,one year,Fiber,Electronic check,0,1,3,0,0
C101611,Male,21,11,30.49,372.17,month-to-month,DSL,Bank transfer,1,1,0,0,0
C101612,Female,79,8,22.26,111.08,two years,DSL,Credit card,1,1,3,1,0
C101613,Female,22,8,28.56,164.15,one year,DSL,Electronic check,0,1,0,0,0
C101614,Male,31,11,45.26,533.31,two years,Fiber,Electronic check,1,0,3,1,0
C101615,Male,19,3,17.83,68.89,two years,DSL,Electronic check,0,1,3,1,1
C101616,Female,49,5,33.26,273.62,month-to-month,DSL,Mailed check,1,1,3,1,0
C101617,Female,58,21,20.37,392.52,one year,DSL,Bank transfer,0,0,0,1,0
C101618,Male,39,7,24.61,206.07,one year,DSL,Credit card,0,1,1,0,0
C101619,Female,22,12,52.51,617.79,month-to-month,Fiber,Bank transfer,1,0,1,1,0
C101620,Male,25,42,49.88,2137.24,one year,Fiber,Credit card,0,0,2,1,0
C101621,Male,80,3,52.85,196.99,month-to-month,Fiber,Electronic check,0,0,4,1,0
C101622,Female,71,5,50.45,250.89,month-to-month,Fiber,Electronic check,1,1,3,1,1
C101623,Male,80,10,49.6,459.0,month-to-month,Fiber,Electronic check,0,0,1,1,1
C101624,Female,53,24,47.74,1128.89,one year,Fiber,Credit card,0,0,1,0,0
C101625,Female,54,21,35.95,699.23,one year,DSL,Electronic check,0,1,1,0,0
C101626,Female,70,26,34.27,909.34,month-to-month,DSL,Electronic check,0,1,0,1,0
C101627,Female,59,8,21.91,34.82,month-to-month,None,Electronic check,1,1,0,1,0
C101628,Male,47,13,43.16,531.96,month-to-month,Fiber,Electronic check,0,0,2,0,0
C101629,Male,37,36,45.78,1693.2,month-to-month,Fiber,Bank transfer,1,1,1,0,1
C101630,Female,50,26,28.38,781.88,month-to-month,DSL,Credit card,1,0,4,1,0
C101631,Female,22,10,34.55,264.9,month-to-month,DSL,Electronic check,0,1,0,1,0
C101632,Male,30,3,15.32,75.09,two years,DSL,Mailed check,1,1,1,0,0
C101633,Female,67,13,23.21,244.7,month-to-month,None,Electronic check,0,0,3,0,0
C101634,Male,76,2,50.6,82.28,month-to-month,Fiber,Electronic check,1,1,3,1,1
C101635,Female,24,20,21.77,473.79,two years,DSL,Electronic check,0,1,0,0,1
C101636,Male,24,36,28.92,992.37,month-to-month,DSL,Bank transfer,1,0,1,0,0
C101637,Female,23,18,17.02,377.65,two years,DSL,Bank transfer,1,0,0,0,1
C101638,Male,71,8,25.13,213.9,month-to-month,DSL,Bank transfer,0,1,0,1,1
C101639,Male,38,8,53.06,447.6,month-to-month,Fiber,Credit card,0,0,5,0,0
C101640,Female,39,10,49.62,550.03,month-to-month,Fiber,Electronic check,0,0,1,1,1
C101641,Male,18,8,15.0,164.52,month-to-month,None,Bank transfer,1,0,0,0,0
C101642,Male,83,29,41.12,1232.54,two years,Fiber,Bank transfer,0,0,1,1,0
C101643,Female,47,8,32.12,224.05,one year,None,Electronic check,1,0,1,1,1
C101644,Male,71,23,15.0,289.45,one year,None,Electronic check,0,1,2,0,0
C101645,Male,65,11,28.27,296.86,month-to-month,None,Electronic check,0,0,3,0,1
C101646,Male,27,6,15.0,113.72,two years,None,Electronic check,1,1,1,1,0
